"","name","entropy"
"1","Im001.jpg",3.21067670013843
"2","Im002.jpg",3.08583004883867
"3","Im003.jpg",3.15349766770751
"4","Im004.jpg",3.19267302068185
"5","Im005.jpg",3.25771065846581
"6","Im006.jpg",3.18733359734836
"7","Im007.jpg",3.24458396066868
"8","Im008.jpg",3.21389831905448
"9","Im009.jpg",3.17990996372317
"10","Im010.jpg",3.18828255353178
"11","Im011.jpg",3.20142575983925
"12","Im012.jpg",3.1436741525336
"13","Im013.jpg",3.11629719593023
"14","Im014.jpg",3.20361719678413
"15","Im015.jpg",3.1861384696272
"16","Im016.jpg",3.03733471653638
"17","Im017.jpg",3.24340827615011
"18","Im018.jpg",3.16953371868269
"19","Im019.jpg",3.14211770774195
"20","Im020.jpg",3.13864241791314
"21","Im021.jpg",3.18151006888131
"22","Im022.jpg",3.21451502578388
"23","Im023.jpg",3.24339817352084
"24","Im024.jpg",3.23059982418412
"25","Im025.jpg",3.23637065842824
"26","Im026.jpg",3.20672279889956
"27","Im027.jpg",3.1882984419094
"28","Im028.jpg",3.15937602930259
"29","Im029.jpg",3.12419091841682
"30","Im030.jpg",3.170810668184
"31","Im031.jpg",3.18718458078326
"32","Im032.jpg",3.27086273821668
"33","Im033.jpg",3.25616300265657
"34","Im034.jpg",3.20665762833788
"35","Im035.jpg",3.24687207730969
"36","Im036.jpg",3.159935436985
"37","Im037.jpg",3.18467070574455
"38","Im038.jpg",3.22401098795172
"39","Im039.jpg",3.25991588006449
"40","Im040.jpg",3.20445376720307
"41","Im041.jpg",3.17615635167157
"42","Im042.jpg",3.09607671726002
"43","Im043.jpg",3.25044462447136
"44","Im044.jpg",3.17954340171636
"45","Im045.jpg",3.12340681766098
"46","Im046.jpg",3.16549848073764
"47","Im047.jpg",3.21818631423557
"48","Im048.jpg",3.17779746842089
"49","Im049.jpg",3.23643946002967
"50","Im050.jpg",3.17266666962916
"51","Im051.jpg",3.25786135305663
"52","Im052.jpg",3.15418524623707
"53","Im053.jpg",3.23069739966111
"54","Im054.jpg",3.17647783460727
"55","Im055.jpg",3.10242173445784
"56","Im056.jpg",3.14227127168266
"57","Im057.jpg",3.2497287226225
"58","Im058.jpg",3.25131379591207
"59","Im059.jpg",3.23691127053662
"60","Im060.jpg",3.24152105564005
"61","Im061.jpg",3.19147285539726
"62","Im062.jpg",3.14681762428738
"63","Im063.jpg",3.21715117317205
"64","Im064.jpg",3.09414775086946
"65","Im065.jpg",3.18331357488541
"66","Im066.jpg",3.22127362336745
"67","Im067.jpg",3.19194225991328
"68","Im068.jpg",3.22934210260866
"69","Im069.jpg",3.05156467980574
"70","Im070.jpg",3.22434625739022
"71","Im071.jpg",3.20436818215154
"72","Im072.jpg",3.25119294322749
"73","Im073.jpg",3.26153446487528
"74","Im074.jpg",3.24209932562176
"75","Im075.jpg",3.25473555152124
"76","Im076.jpg",3.28430854289868
"77","Im077.jpg",3.13416865500781
"78","Im078.jpg",3.22545553704798
"79","Im079.jpg",3.22622029020993
"80","Im080.jpg",3.05517025305745
"81","Im081.jpg",3.06007210020613
"82","Im082.jpg",3.13477579486099
"83","Im083.jpg",3.20385295119286
"84","Im084.jpg",3.21718233292277
"85","Im085.jpg",3.18541433822403
"86","Im086.jpg",3.12384912460507
"87","Im087.jpg",3.1758848376598
"88","Im088.jpg",3.21345434005513
"89","Im089.jpg",3.20075882729242
"90","Im090.jpg",3.23279961695576
"91","Im091.jpg",3.19716289991164
"92","Im092.jpg",3.18804456999731
"93","Im093.jpg",3.23909755613475
"94","Im094.jpg",3.17413117200938
"95","Im095.jpg",3.19985125067423
"96","Im096.jpg",3.15017487232099
"97","Im097.jpg",3.18582356989242
"98","Im098.jpg",3.1864789189932
"99","Im099.jpg",3.13946772133381
"100","Im100.jpg",3.23086866572636
"101","Im101.jpg",3.13315204692381
"102","Im102.jpg",3.21140110898023
"103","Im103.jpg",3.04637653906612
"104","Im104.jpg",3.16047658705359
"105","Im105.jpg",3.15914922815409
"106","Im106.jpg",3.23837858151465
"107","Im107.jpg",3.1979705296499
"108","Im108.jpg",3.2437620757642
"109","Im109.jpg",3.22850285492801
"110","Im110.jpg",3.16503545968925
"111","Im111.jpg",3.19783532577845
"112","Im112.jpg",3.18978834123017
"113","Im113.jpg",3.16655784211142
"114","Im114.jpg",3.15041368757468
"115","Im115.jpg",3.14566704158257
"116","Im116.jpg",3.12782976757575
"117","Im117.jpg",3.11477230706074
"118","Im118.jpg",3.15432173284891
"119","Im119.jpg",3.09510997284956
"120","Im120.jpg",3.17382523422162
"121","Im121.jpg",3.21108003882125
"122","Im122.jpg",3.14156165557669
"123","Im123.jpg",3.12425084943175
"124","Im124.jpg",3.18600275869492
"125","Im125.jpg",3.16622005631383
"126","Im126.jpg",3.12004881054114
"127","Im127.jpg",3.22229613762598
"128","Im128.jpg",3.13431774528967
"129","Im129.jpg",3.15961080462877
"130","Im130.jpg",3.16486350545207
"131","Im131.jpg",3.14938849045872
"132","Im132.jpg",3.24929958345829
"133","Im133.jpg",3.21133351971387
"134","Im134.jpg",3.11631876032097
"135","Im135.jpg",3.13821402941499
"136","Im136.jpg",3.12879776335017
"137","Im137.jpg",3.1627916202342
"138","Im138.jpg",3.14850960665031
"139","Im139.jpg",3.20079833352384
"140","Im140.jpg",3.17332296833632
"141","Im141.jpg",3.16215511791814
"142","Im142.jpg",3.1545077341414
"143","Im143.jpg",3.14212358872247
"144","Im144.jpg",3.24937389776274
"145","Im145.jpg",3.02989791139402
"146","Im146.jpg",3.02475604739129
"147","Im147.jpg",3.16624564733763
"148","Im148.jpg",3.16453898758493
"149","Im149.jpg",3.14588840309598
"150","Im150.jpg",3.1185227920196
"151","Im151.jpg",3.13259244973988
"152","Im152.jpg",3.09316875224302
"153","Im153.jpg",3.19576119013737
"154","Im154.jpg",3.17172302077964
"155","Im155.jpg",3.17944290557954
"156","Im156.jpg",3.22731137141785
"157","Im157.jpg",3.12859003474198
"158","Im158.jpg",3.15256547413485
"159","Im159.jpg",3.15125421712501
"160","Im160.jpg",3.23034690233974
"161","Im161.jpg",3.05654285866805
"162","Im162.jpg",3.1636839786704
"163","Im163.jpg",3.19478970448936
"164","Im164.jpg",3.17013044105357
"165","Im165.jpg",3.21026085092592
"166","Im166.jpg",3.16922979320105
"167","Im167.jpg",3.11320464680135
"168","Im168.jpg",3.15436748707358
"169","Im169.jpg",3.16464204997072
